Date,Open,High,Low,Close,Volume
2021-12-06,384443.6429748535,400605.15454503894,359888.9318293929,399068.5516038239,28229518513
2021-12-07,399054.7824397981,405463.9259480983,390424.4224257022,395069.77178636193,22366213354
2021-12-08,394759.65266023576,407709.1490807831,387697.32325719297,406449.851738438,18704315119
2021-12-09,405870.0268767029,410382.73627091944,373442.66208426654,377193.86517973244,22296131874
2021-12-10,376623.6966148466,387017.4484308809,356864.0074312091,357846.2674051523,28014595631
2021-12-11,357953.5372398272,374981.18734383583,352129.3596772328,373956.12225770205,19131502454
2021-12-12,373988.9804900363,382118.9342134744,365588.22575657815,378533.98930311203,14057603914
2021-12-13,378708.56263272464,379587.06212061644,336981.8486863747,346468.66858490556,23999841386
2021-12-14,346340.1191330999,354013.52224740386,338766.78833591193,342917.5430660546,23836759957
2021-12-15,353612.2941723019,374131.9473294988,335527.1007429883,367907.5922611356,26411188833
2021-12-16,368093.1183348596,376328.9113304764,362200.76552830637,362787.8773177564,19825531254
2021-12-17,362471.3430129364,365564.107366994,339803.1861593202,355190.2716632113,23143541098
2021-12-18,355263.96798430383,365659.0833052173,345588.6491243616,362640.5070281103,19530895889
2021-12-19,362641.62465506047,367932.2918167338,356555.56474550813,359136.8806546405,16167785597
2021-12-20,359237.8917783946,364401.9094540775,344195.9294767082,360167.06447220594,21589690675
2021-12-21,360589.9968626797,371609.4409504831,358793.12095731497,368078.9244725928,16388555198
2021-12-22,367935.7117552012,372980.0539370626,361434.72166413814,364585.1108637452,13921756199
2021-12-23,364572.4816792086,379868.30176635087,356815.18948602676,376113.4775595665,18007273742
2021-12-24,376418.321486488,378502.2486977279,368885.0240866542,370617.12233398855,12769090623
2021-12-25,370781.8381939009,378910.4507649988,368780.8836074397,374764.43477312475,10894785525
2021-12-26,374844.1439272091,375839.569546625,367416.641094476,372388.29281949997,11197244172
2021-12-27,372151.91471954435,377760.1891079098,369290.4320865497,369661.7077593878,11424360002
2021-12-28,369660.8360103667,369660.8360103667,345100.2014420703,347994.5646599382,17299472803
2021-12-29,347678.0750601962,350474.7129775435,330773.1403953135,332213.8509442061,15722555672
2021-12-30,332551.50839838386,344942.7054522559,329162.5729025379,340025.43745462596,12925377999
2021-12-31,339986.81226722896,348580.13412419707,332977.257208772,337167.1288821697,14157285268
2022-01-01,337205.06114085764,345158.6086264849,337135.4329818636,345138.37957868725,9776191466
2022-01-02,345101.8778824955,351223.6347968355,341261.93520718813,350619.64684043825,9881471548
2022-01-03,350616.9645357579,351227.0100302249,338578.44584227353,344376.9403375536,12080777893
2022-01-04,344375.2191920504,354942.94081914425,340895.0182794556,347368.64886277914,14030925983
2022-01-05,347388.09557171166,351763.6274340674,316485.77745782584,325059.22790762037,18061338502
2022-01-06,324997.15490680933,324997.15490680933,305373.7491534725,312975.7806107402,24293791313
2022-01-07,312923.5650796294,313163.81016883254,285414.9659049362,292357.5751090795,24494179209
2022-01-08,292384.30874572694,296669.312825121,276579.76722341776,283088.64776074886,16037732700
2022-01-09,283063.3446865976,293600.93509111553,281618.1412773654,289111.09234429896,12334683863
2022-01-10,289094.5291128978,290892.94734345376,269878.1183897257,282276.1106154546,19535744145
2022-01-11,282266.32020337135,297329.20448156446,280265.7903151512,296468.542319797,15211447193
2022-01-12,296499.522938855,311402.09480731934,294509.83403205127,308750.4801630229,16662871689
2022-01-13,308736.44276852906,311012.95945581794,297366.3320488483,297400.3079081327,15294466275
2022-01-14,297433.27790316194,304951.6214544028,293329.28468461335,303050.49330712855,13562957230
2022-01-15,303036.0982720107,308043.6258221343,300181.991976887,304930.073606804,9619999078
2022-01-16,304916.9303138703,309129.780397363,301362.4072090909,306797.00236940384,9505934874
2022-01-17,306799.32703346014,307245.3943018019,289062.8108600527,294105.7895370349,12344309617
2022-01-18,294104.2025067657,296276.6904775351,283468.6856288761,289685.48553905636,13024154091
2022-01-19,289669.4811211303,290338.58202364296,279723.0259630829,283441.43788383156,13187424144
2022-01-20,283390.697620295,298961.18570670485,274751.1507126689,274770.5527165234,10645922764
2022-01-21,274938.7108674422,277330.544303447,228598.20934550464,234193.98866456747,26796291874
2022-01-22,234488.21513546258,239441.5824835822,213348.12255316228,220208.76499678195,27369692036
2022-01-23,220368.36212526262,232748.60643502325,218041.99927599728,232098.03578734398,16481489511
2022-01-24,232176.04614846408,232296.6604489237,198887.21450285614,223428.89411807805,28220804648
2022-01-25,223432.67169716954,228753.31361364573,216015.83102554083,224855.58962501585,16179776932
2022-01-26,224822.99962314963,247730.7756948769,221353.3938140422,225962.9791122973,21229909340
2022-01-27,225885.9075578153,229846.9115843624,213183.764333874,221840.29917114228,16126522783
2022-01-28,221716.30963729322,233355.96962480992,216789.38534281403,233201.55828537792,14666227351
2022-01-29,233155.64617026597,240573.4032959938,231361.07257641852,237778.6876970008,11172062661
2022-01-30,237914.21114097536,240921.23115541786,233510.00097107887,238362.9830665365,9501221177
2022-01-31,238344.38575408608,246993.85718902946,227889.49974387884,246128.0539432913,13778234614
2022-02-01,246093.2733926028,256568.7907963097,245610.12326205522,255635.08053708076,13194846235
2022-02-02,255620.5960918069,256559.33567231148,240803.29915963858,245631.38052664697,13876301217
2022-02-03,245573.88979633152,248344.06230749935,236927.1006660685,245293.4101369232,12755505065
2022-02-04,245466.91054466367,273165.2827754915,244952.9362628311,273165.2827754915,18987223729
2022-02-05,273243.94136024266,279623.9371576831,271626.60104814917,276009.12925521284,13102093957
2022-02-06,276037.65109498054,280276.83246941864,271502.90209730715,279930.27870471776,9466018022
2022-02-07,279925.3387935981,291379.5621175468,274935.98385768384,287712.04692810774,15197063785
2022-02-08,287761.2895715311,294762.03772962093,278181.72898867726,285893.5561175272,17136080906
2022-02-09,285762.9949372113,298761.488123253,280450.69051778316,296591.72716224194,13951308490
2022-02-10,296651.7884345427,299508.62173942477,281111.54333340377,281761.95751331,18629485080
2022-02-11,281755.6317447722,286336.8740235716,264478.52730549127,268019.52712417394,16043881065
2022-02-12,268019.795354642,272844.1438476369,262781.9248900935,267102.0671608001,11254355757
2022-02-13,267049.5833992213,269886.6347070858,260513.23159145564,263998.3724151701,9054963563
2022-02-14,263698.4683993682,270819.3167495206,260042.62123528868,268577.6029654592,12164552172
2022-02-15,268600.4919653982,291653.5371881053,267147.33105228096,291136.83589651436,13921257873
2022-02-16,291188.9843700081,291296.120089449,279718.9801535234,286371.6098691821,12352406833
2022-02-17,286282.6467639506,288823.95162826777,262019.72566263378,263816.9592086226,15860206214
2022-02-18,264078.6850878075,268928.22489225864,252845.01426620036,255050.069886297,15748173433
2022-02-19,254971.81364724785,258769.10767813772,247876.73777456582,253033.42381745577,9774183169
2022-02-20,253038.49784380943,253038.49784380943,236758.8978100717,240668.53570199013,11641437834
2022-02-21,240578.54437996447,252004.08939637244,235139.0987186879,235648.31190971285,18646392740
2022-02-22,235564.31106813997,242524.2211374715,229867.69944563508,241643.68756853044,16360200507
2022-02-23,241657.2108546272,250988.72531216592,236893.1695118621,237162.96465762705,13382637240
2022-02-24,236962.14944722503,246198.44208861142,211395.0024001673,237868.63431394845,29312342666
2022-02-25,237902.43135292083,258368.50547412783,236141.9677335918,253109.82479576766,17208902048
2022-02-26,253151.37816577405,260881.8696646914,251322.0463737771,254627.47278390825,11724648351
2022-02-27,254571.85966686904,259206.52451388538,236362.40847323835,240041.68109819293,16150857254
2022-02-28,239984.03390010446,268184.04181123525,236799.35590566695,267270.3817794919,19266124733
2022-03-01,267322.9996563047,277382.7821870968,262668.5751648098,272148.8457694128,18757425786
2022-03-02,272147.63873230666,277127.94088992476,267338.3111455217,270101.04026120156,16636517503
2022-03-03,270104.549609825,271433.6315789372,256111.36843815446,259512.64253553003,13091199728
2022-03-04,259560.09697583318,259577.39784102142,236923.88190045208,239616.33463350683,14496939024
2022-03-05,239736.97128650546,245287.91141232848,237770.01491186768,243981.27139237523,8072368396
2022-03-06,243991.57591285557,244787.52747420967,233928.99931468815,233928.99931468815,8872976607
2022-03-07,233952.82712126523,241702.63121388108,224824.3407754898,228685.943061091,14594098731
2022-03-08,228681.38314313442,239708.8070873618,227952.01979546994,235916.69884552062,13922922903
2022-03-09,235954.94403975457,252859.02930815518,235633.58158650994,249928.05263140053,14173665398
2022-03-10,249866.98549484462,249866.98549484462,234950.37623188645,238782.49551854283,13292477213
2022-03-11,238802.88103411347,243956.325958848,232065.91518879682,234343.34833018482,12382419582
2022-03-12,234352.28934578598,238635.10287635773,234303.42669552565,235734.19036456198,6532996574
2022-03-13,235618.27009729296,237546.60128453374,229245.7176953405,230624.4893586561,8632000379
2022-03-14,230582.53364294767,238414.97507225722,229375.18360124528,237193.76645637304,11244398839
2022-03-15,237191.2853245437,243752.24727775156,230333.4593008384,239890.42146676034,12861105614
2022-03-16,239879.3346074149,254645.35481511056,239031.14516241103,253798.32770213485,17915109769
2022-03-17,253789.94550000876,258751.9632807225,251921.8991104588,257716.81719949841,12685265194
2022-03-18,257678.37083241343,272252.40508261323,254054.68897195905,269663.8245983049,15830879093
2022-03-19,269606.93738654256,272835.6945878938,266501.4097327143,269747.51250433177,11576463120
2022-03-20,269774.1120257452,270727.93957007676,258747.09042721987,261892.20442762226,12684727326
2022-03-21,261859.61442575604,270507.3870677352,259858.86101214588,265327.1414487362,15206116098
2022-03-22,265308.6111939028,278365.28803896904,264829.79745592177,272207.9905876145,16830539230
2022-03-23,272209.26468233764,278032.883431457,268561.8220729232,277512.38220823556,16008767658
2022-03-24,277511.8010422215,285507.1030707061,275796.5789618343,284561.7247861177,18070503166
2022-03-25,284597.15356043726,291510.45858594775,282678.2998497337,284434.4047239572,17030503831
2022-03-26,284410.040456444,288110.7491663024,283075.1691797301,287776.89164375514,8876420740
2022-03-27,287833.35415727645,301363.68130381405,286570.0780629888,301363.68130381405,13431866834
2022-03-28,301431.8789003119,313489.5090146437,300214.6043312922,305488.9094344154,20620450770
2022-03-29,305341.20385668427,317716.37414009124,305341.20385668427,311472.39354248345,19533323636
2022-03-30,311430.124891229,314521.05633708835,306642.74749774486,309931.52126631886,15302506131
2022-03-31,309943.5469323024,314506.6165968925,299656.79672047496,300454.08943416923,17685495686
2022-04-01,300539.5431907773,317475.54788487405,295166.59633303434,315827.20460118353,20982988937
2022-04-02,315848.84185893834,322394.73820085824,315135.773512207,315415.85082591325,23571556215
2022-04-03,315393.0735886693,327217.49966358393,313236.858266294,322536.5427082926,15333808649
2022-04-04,322493.64818594605,323664.02712813765,313304.7205747068,322390.7594489157,18209969743
2022-04-05,322390.6253336817,324722.2857346907,312256.09591246396,312370.0715088397,16681503199
2022-04-06,312359.0517071113,312359.0517071113,290342.8513585925,290387.4223213643,25632563639
2022-04-07,290433.6920771003,298790.68053919077,288912.3782725632,296025.6938170716,16745496605
2022-04-08,296025.4926442206,302281.968311131,291069.55475411564,292253.524040021,17557050669
2022-04-09,292244.56067188084,298652.29597022384,291831.9328018874,298648.0042827353,9908112156
2022-04-10,298590.8041354269,302409.75777661055,294065.68908206373,294065.68908206373,10427054790
2022-04-11,293856.0222662166,294303.2742191255,271258.14179522544,272933.2187155634,21891804831
2022-04-12,272966.9486969188,281759.25285609066,270810.9568999335,277449.14687539637,20235707410
2022-04-13,277403.50299075246,285982.07217197865,275261.436825566,285503.1243187636,16088473629
2022-04-14,285455.2898852974,287479.3122920096,273609.18184755,276490.82647072524,15821419931
2022-04-15,276511.4355116859,278722.77219524235,274770.84329953045,278414.15068922937,11256651536
2022-04-16,278433.0832897648,281524.35002370924,276171.45339345187,280372.8813295141,8766710365
2022-04-17,280333.652623564,281605.7356182188,273664.9067272842,274064.0336637199,10463091281
2022-04-18,274071.41000159085,280392.1715706736,264955.083437033,279942.2373130843,18629381299
2022-04-19,279938.9067847729,286120.21086301655,277921.45602452755,284199.56894919276,14156035096
2022-04-20,284183.87746681273,289123.38624075055,278814.4176051542,281786.09825543314,15547362265
2022-04-21,281793.74282377213,290548.51706995815,271226.44589491934,273521.78342004865,20783591093
2022-04-22,273472.1607834622,276943.5771482289,269390.58716153353,271448.4960173741,16782795477
2022-04-23,271445.4337195307,272408.64933024347,267960.6281839013,269001.9659184292,9116955609
2022-04-24,268931.7565934211,271178.07500051707,267538.4110746756,267593.7112561688,9696829579
2022-04-25,267617.29318481684,276354.0512845665,256769.4495389387,275528.0355582535,22332690614
2022-04-26,275487.0857068002,277086.4545775354,255098.19490277022,257116.56211711466,19052045399
2022-04-27,257148.3921326548,266599.85031448305,256564.9461596012,264498.8457634449,17419284041
2022-04-28,264491.53648319095,272208.3482282385,262016.93159525841,268894.5619685203,18443524633
2022-04-29,268879.51870977134,269490.1230177134,254748.64589784294,257785.23832138628,18771041399
2022-04-30,257778.97961046547,259728.590414837,249710.40595912933,249964.9790258333,13520941867
2022-05-01,249947.34287256002,259900.41438215226,249771.9872040823,258898.03712310642,15332730152
2022-05-02,258885.02794540673,263145.3101166636,255031.33845861256,261613.0659205541,18609741545
2022-05-03,261589.43928682804,261776.30651289225,252888.534659639,254843.9571241513,13026093219
2022-05-04,254812.3506340012,270702.41297053546,254459.18051775545,269233.6723377332,18186749944
2022-05-05,269195.38243842125,269995.04452124983,247651.31241872162,251706.95709540695,22642925048
2022-05-06,251681.1846179366,252221.91488895565,242196.30939029902,246741.56408130378,21027599270
2022-05-07,246742.68170825392,246894.74603109062,238001.96720910072,241350.13167380542,13369276367
2022-05-08,241352.76927340776,241600.77069364488,228746.27256385982,230488.5635689795,20802269935
2022-05-09,230584.54537145793,231477.19401653856,204908.07205613703,205582.6269781664,36333567678
2022-05-10,205328.09861654043,224381.80520831048,202041.82833233476,214562.49129211158,38202099639
2022-05-11,214493.1984212026,223495.45997922868,184838.34198025987,189713.9783739969,45743399154
2022-05-12,189750.2341922596,198718.45283338428,160067.63825041428,179605.54554206503,42463486402
2022-05-13,179460.98049606383,195903.59759674966,177799.5498007871,184432.07340761274,24816096567
2022-05-14,184419.47775188458,188919.390317522,179135.99693150073,188264.21504680812,15457044616
2022-05-15,188255.89990229905,196588.52409687638,183859.34547701105,196452.33007673174,14846088335
2022-05-16,196464.24398002028,196464.24398002028,182087.64970683306,185192.69678107274,21459552191
2022-05-17,185207.01358230412,193463.30385618657,184574.29143701866,191389.50234511495,18509929297
2022-05-18,191394.15167322755,192480.61918400228,175481.36798079684,175481.36798079684,17740965589
2022-05-19,175434.98646236584,185711.10804189742,174599.16914770007,184790.7869535312,18734247914
2022-05-20,184760.01868359372,188128.8927756846,176398.81676790118,179570.21735417098,15892482289
2022-05-21,179542.95843285692,181774.91533364356,178009.13838274777,180778.99795836955,8546822406
2022-05-22,180792.94594270736,187432.6558908224,180002.649573721,187064.48722090572,10941123403
2022-05-23,186988.91328653693,190467.01306046546,179851.3787660189,180565.08416011184,16434529708
2022-05-24,180584.21793349832,182337.02580821884,175850.52016242966,181187.74766284597,13057109007
2022-05-25,181159.75110774487,184427.61407608163,177979.2418618314,178060.66098514944,13364545730
2022-05-26,178079.47064672038,179648.54065083712,161065.2767711915,165159.08840822428,23458681818
2022-05-27,165033.70184068754,166142.6895345077,157592.11690838262,157927.0361765325,25470760032
2022-05-28,157900.7719432041,160950.1164902486,157900.7719432041,160950.1164902486,23214777872
2022-05-29,164085.2389057167,166519.91098272055,161682.1621425934,165902.31033007056,10642556101
2022-05-30,165889.03292190284,183589.08092792705,165208.77810242772,182786.17772694305,19580808705
2022-05-31,182783.13778163865,183614.73046643287,176918.4238895625,177831.7821620293,18363115560
2022-06-01,177806.389677722,179922.79512813315,162608.32841990888,166958.7136758864,21037797760
2022-06-02,166852.76264101267,168949.56491471827,163854.4936455898,167927.48389254138,17065041354
2022-06-03,167926.0645063147,168468.42651268095,159903.4476751685,162519.09708420932,14878001811
2022-06-04,162532.1174381785,165743.79729973152,160363.3846939616,164948.15867392346,8677951273
2022-06-05,164967.33715238795,167168.40284427255,162707.2160524577,165277.3445158191,8850385937
2022-06-06,165316.8079234287,175332.53359984607,165257.68545776606,170229.1248336695,16518471852
2022-06-07,170233.15946695954,170561.0376853235,158338.18877895176,166087.00935985148,24020076750
2022-06-08,166091.8039794676,167609.37373372167,162075.28742230684,164212.30191367865,18041476023
2022-06-09,164206.85907043144,167299.64577702805,162957.55331302062,163869.31337894872,12013083393
2022-06-10,163856.8518384546,164581.778207127,152297.3592320718,152444.60658275336,18504740451
2022-06-11,152460.68923456594,153751.29130778462,137978.45686205104,140049.86665144935,21127089064
2022-06-12,140098.0475492701,140969.23775690794,131491.25828755274,132318.24634931237,23465074882
2022-06-13,132191.798036173,132640.65937189013,108214.45297315717,110286.7792166546,45162788786
2022-06-14,110284.26455601677,114671.30797595903,100226.52728254348,110935.00284773856,33327826525
2022-06-15,110907.82216031104,113220.67289974913,93907.54274031147,112907.44677070156,37539999450
2022-06-16,112943.80317538977,114091.65075826645,96938.07762578502,97757.15288873762,18907671369
2022-06-17,97780.67893603817,101853.44565759972,97128.80066482723,99477.35958532244,14591486540
2022-06-18,99464.41746523976,100269.0976930745,82044.1561899148,90973.40876742266,21655406608
2022-06-19,90951.78827407211,104588.15586563945,86347.95875461026,103243.7177022323,21795481981
2022-06-20,103243.6953496933,106203.6185644567,97609.05614157394,103242.43243123963,19739691429
2022-06-21,103230.47382287309,108533.45723353699,101862.69960874692,102984.43942606822,15632089439
2022-06-22,103034.64322866872,103116.01764690876,96112.12895708904,96263.9809308052,15010593493
2022-06-23,96255.50931852311,104968.4284354262,96153.90585248545,104683.91414272785,14657862919
2022-06-24,104667.2503249012,113402.81256381422,103871.56699401513,112324.99548563361,16981552654
2022-06-25,112314.00921271369,114114.87504629046,108453.75925572217,113845.024019178,12481946184
2022-06-26,113802.96771704406,116471.24617916718,109812.84950844571,109851.78763138875,12096607824
2022-06-27,109840.93547370285,112996.65575386211,108017.0800537616,109288.6265874803,12492225250
2022-06-28,109249.56552557275,112589.98483551294,104480.01428194344,104793.0951194875,14023205651
2022-06-29,104788.07697448134,105535.21059065312,99988.22686423361,100614.90264771879,15386286815
2022-06-30,100652.37667935714,101049.48071101308,92388.68771506472,97717.6112472415,16350755497
2022-07-01,97810.81015861407,100732.09700971097,95232.04243892804,97028.05777154118,17499453625
2022-07-02,97060.45777682588,98244.40471019223,94665.43910401314,97645.64724792168,9935603640
2022-07-03,97641.48967566714,99193.50469252467,95584.97785351425,98309.8082393147,8557248150
2022-07-04,98312.31172368303,105558.9266345352,95986.97709121183,105386.36503343284,13670889311
2022-07-05,105336.07182067633,106725.24859089777,99505.80319120362,103874.03694957495,16195518291
2022-07-06,103899.78707450628,109284.60313045979,102199.161202088,108674.59116480127,15373536703
2022-07-07,108673.39530396461,114160.7089275159,106719.79457138106,113309.09954404458,14230795894
2022-07-08,113307.90368320793,115624.76670339704,109925.08160677925,111927.77969128266,16315929082
2022-07-09,111909.5288431868,112501.07761162892,110725.77190640196,111421.6623269096,8821353104
2022-07-10,111414.90068386123,111414.90068386123,105946.36319307238,106974.17764150351,10984558039
2022-07-11,106950.1374858059,107046.71163056791,100254.07678686455,100458.59134247154,12064180410
2022-07-12,100460.65895232931,100460.65895232931,95047.54458199814,95052.6744896993,12583282453
2022-07-13,95052.21626264974,101955.58558457345,93315.7369176708,101955.58558457345,18302588147
2022-07-14,101949.0474669151,110137.59837134928,98642.96165688336,109091.37660704926,16688640823
2022-07-15,109104.97812703252,116805.14840679243,108301.88492946699,112900.37219210714,17411448225
2022-07-16,112869.46980693564,126159.09363722056,109464.89871005714,123841.0682850033,18364013796
2022-07-17,123894.04380244017,126202.39050526917,121747.80888872966,122560.13368490338,16079711737
2022-07-18,122575.7245808579,144541.0952556841,122575.7245808579,144541.0952556841,27440420623
2022-07-19,144510.51698232815,147133.5203767009,137498.57020219788,141268.63884058222,27753529276
2022-07-20,141266.72769849747,147647.39407210797,137407.5394871086,139183.49341596663,22942708340
2022-07-21,139199.4084237367,146101.58188482374,134787.4083939977,144360.87790997326,20009556587
2022-07-22,144360.4979168102,150262.55172529072,139498.54127694294,140758.66566323116,18926100582
2022-07-23,140671.89310682192,145723.51104012877,136938.3038120903,141847.4801906012,14998811383
2022-07-24,141840.6179611273,151472.8746546805,141790.13475178927,146441.6869420223,17217849557
2022-07-25,146412.438644737,146978.2261119783,132333.52430972084,132333.52430972084,20585056021
2022-07-26,132312.2558688596,132312.2558688596,124786.40186451375,132006.05961332843,18238563509
2022-07-27,132181.8511563167,149858.80898955092,130340.85133896023,149806.9175702557,23007524016
2022-07-28,149806.8505126387,162473.11791148037,146937.3991994895,157976.96057239547,27231399966
2022-07-29,157991.22149227932,161127.94211428612,152238.50499687716,158154.47326088697,23249531113
2022-07-30,158122.87794700637,159125.8699008748,153640.8585888408,155276.18151856214,15576977870
2022-07-31,155268.42518752813,159846.07988381758,153137.73646469414,153953.00061974674,14200735370
2022-08-01,153946.4289732799,155660.84636226296,147717.9163326621,149711.9863371104,16191371176
2022-08-02,149661.63724300638,153139.28996615484,143546.17256839573,149505.9518088512,20426082309
2022-08-03,149515.64163450897,153639.9644872807,146089.91385946423,148217.67439968884,16786218830
2022-08-04,148218.79202663898,151846.6873406954,145146.15613395348,147240.89079780132,14467440626
2022-08-05,147178.46015636623,158598.30527532846,147084.44537732005,158598.30527532846,18546491876
2022-08-06,158635.52225276828,159703.54891886562,154881.4468560405,154881.4468560405,11757911705
2022-08-07,154892.42195269093,157914.79816142842,153164.80538942665,155585.76418375224,10252090340
2022-08-08,155617.1359722428,165431.29762820154,155407.8826783672,162559.1528341025,16841424404
2022-08-09,162609.9825077951,163530.2365385443,153434.10877933353,155922.1587194763,16368619692
2022-08-10,155911.3065617904,171154.84406020492,152449.02120920643,169538.1519717425,23512477984
2022-08-11,169545.99771293253,176514.40174708515,169545.99771293253,172237.35517157614,23826986482
2022-08-12,172207.6039421633,179225.72002305835,170301.80411423743,179197.6564103402,17168141904
2022-08-13,179205.66979557276,184371.41979302838,178405.58301450312,181403.2484913729,16038975216
2022-08-14,181444.0754038617,185198.69843779504,175696.89116186273,177325.84361796826,14062754456
2022-08-15,177322.04368633777,183772.14822236073,172295.28177640212,174343.51198285446,20349931313
2022-08-16,174215.7895749919,174940.20183526725,170502.3063890934,171954.93084127456,15637578930
2022-08-17,171936.15470851213,178687.61617537215,166955.31608995795,167822.11402368173,20308508124
2022-08-18,167887.66284430772,171793.56786221266,167268.94456470758,169104.64683032036,14999352229
2022-08-19,169112.6602155529,169112.6602155529,147527.74093082547,147678.66527417302,25906358731
2022-08-20,147647.84112288803,151270.53947162628,140474.26313322783,144384.15807934478,18334580263
2022-08-21,144342.02354332432,150237.58393922448,143655.6217756234,148258.3671969436,15849221752
2022-08-22,148244.4415651448,148575.13620342314,140539.81195385382,148550.1460648179,18557078599
2022-08-23,148589.83299781755,152594.23447883874,143690.60349916294,152236.5603259839,18322041914
2022-08-24,152229.74280158803,154414.47996373102,147414.24591403827,151713.7120861672,16780932907
2022-08-25,151739.10457047448,157309.98316108808,151695.11477371678,155320.81953895092,14818795695
2022-08-26,155308.69328654185,155513.45372007787,137221.4993049875,138046.56504839286,26713710143
2022-08-27,138080.8203144148,138904.18726485595,133148.3302377239,136546.162044093,18120831899
2022-08-28,136528.92823652178,137864.29126909375,130975.1940433234,130975.1940433234,12823572918
2022-08-29,130965.31422108412,142489.47863957286,130717.10045172647,142189.88755931705,17965837488
2022-08-30,142203.76848603785,146531.82355555147,135579.03473905474,139516.59095218778,21835784470
2022-08-31,139557.57433244959,147621.12983877957,139557.57433244959,142249.17766902223,20591680941
2022-09-01,142255.71578668058,145856.28512180597,139182.36461274698,145223.99885103106,16434276817
2022-09-02,145209.45852440968,150443.28317939863,142083.7353515923,144403.99595770985,17708478709
2022-09-03,144403.38126288727,144608.52168958634,141149.33216365427,142541.03477078304,9516825994
2022-09-04,142543.1582619883,144476.2170112282,141334.8917661868,144442.55408748984,8884144998
2022-09-05,144464.75015871972,148472.8286324069,142807.38762554154,148062.82718574628,13060541168
2022-09-06,148068.04650360346,153868.5862562023,142987.44850347936,142987.44850347936,22946059125
2022-09-07,142910.37694899738,151163.63845384493,137335.25137597322,149227.70740334317,19560363854
2022-09-08,149218.44227592647,151531.04713743553,146770.11279759184,149725.8896163702,17621046717
2022-09-09,149711.2487033233,158923.80294828862,149495.98257645592,157392.58696897328,20242323690
2022-09-10,157381.2207028903,163381.48039148003,156587.95144621655,162622.10876020417,13130928217
2022-09-11,162601.26501758397,163219.61448029056,158406.96754146367,161303.36484038085,12464301922
2022-09-12,161329.43907712772,162801.5325907804,155488.9553373307,156905.49161529168,17688391310
2022-09-13,156923.55246680602,159836.54652593285,143196.50062450394,144730.62243388966,23066821734
2022-09-14,144187.71279031783,150349.34663423896,143196.50062450394,149671.62882794067,17897150206
2022-09-15,149701.65946409106,150970.87015748397,134233.8589418605,134742.36802790686,26946275878
2022-09-16,134763.87117042765,135554.53635630757,129604.96104990691,131149.18620692194,16764804299
2022-09-17,131188.43726541102,134867.51989378408,129555.61782005802,134563.67065484822,10798098671
2022-09-18,134560.3513028063,134560.3513028063,121906.3330953382,122257.39089664817,15762284723
2022-09-19,122252.04863982648,127104.65074212104,117871.107463032,126122.17841905728,18712714223
2022-09-20,126129.2865264602,126527.25113086775,120780.8045226559,121255.68421377242,14722317220
2022-09-21,121239.88096869737,126757.16934705153,112561.39593812823,114683.75834018365,20643507800
2022-09-22,114588.5029952228,122333.2665902935,113618.08986695111,121557.08584968746,18461527259
2022-09-23,121538.8685304001,123901.66601824015,116294.28112788126,121610.12842474133,18771106339
2022-09-24,121608.76491986215,123257.74525091425,120180.0912132226,120670.19298340008,12098209717
2022-09-25,120665.17483839393,122078.14588638395,116791.36806649715,118493.3127387166,11802651633
2022-09-26,118508.81422451511,122275.45174816251,117379.3068998903,122256.57502897456,16034549271
2022-09-27,122258.11735416576,127893.79595534876,119846.02134155482,121781.17005319148,17870598937
2022-09-28,121727.49043077603,123780.45937549695,116081.03790579364,122447.99099672586,18994979566
2022-09-29,122461.13428965956,123427.34514059871,118399.61089521646,122286.985658288,13796915736
2022-09-30,122286.44919735193,125316.67114727944,120889.00198769942,121584.4118286185,14250100093
2022-10-01,121604.10441548005,121999.87847106531,119581.52374753356,120088.91520662978,6227961237
2022-10-02,120098.89561529458,120517.91631144285,116764.66795865819,116834.01671091467,7578351650
2022-10-03,116840.420713339,121454.0182923451,116381.48955880105,121168.79989466816,10153070907
2022-10-04,121154.06957146525,124971.2797146067,120860.93837498128,124710.86145895347,10139774963
2022-10-05,124696.79053565115,124740.63504090533,120932.20944559202,123860.3585261628,9774451820
2022-10-06,123857.56445878744,126384.35134902224,123550.23940003663,123757.11214850843,12033514861
2022-10-07,123768.73546878994,124454.64548063278,121013.78503668308,121999.92317614332,10061619355
2022-10-08,121986.58988662809,122314.68045411259,119670.37509007007,120441.96238391101,5804676208
2022-10-09,120438.27421497554,121556.04645662382,119878.35428922251,121092.35421127826,5486230123
2022-10-10,121093.67301107943,122287.93564119563,118229.70924625546,118229.70924625546,8794491050
2022-10-11,118208.83197482675,118681.655232355,116526.76988605037,117152.83097471297,9274845260
2022-10-12,117167.17012848333,119304.35226389766,116965.30434874818,118556.44748513028,8355638578
2022-10-13,118557.45334938541,118799.7884009853,110716.67442302778,117935.47159909084,17499038202
2022-10-14,117928.58701707795,122661.67009332404,117684.09494546428,118786.77922328562,13113767755
2022-10-15,118776.13941472024,119091.09786554053,116135.90221277624,116722.15342947468,6798512624
2022-10-16,116734.40262084827,120179.56592855603,116734.40262084827,119599.29401604086,7491625206
2022-10-17,119600.47870060802,122286.57213631645,118789.08153480291,121926.37214655429,9401189650
2022-10-18,121922.37104207277,122601.35176682472,118259.28165535629,119979.28717909008,10416747806
2022-10-19,119989.91581138596,120161.97448036075,117554.72962598503,117717.60140142962,8350692785
